Date,Open,High,Low,Close,Volume,FX,FX_ch%_1d,FX_ch%_2d,FX_ch%_5d, VIX ,VIX_ch_1d,VIX_ch_5d,TIIE,TIIE_ch_1d,TIIE_ch_5d,TIIE_ch_20d
07/06/05,13207.29981,13252.73047,13137.76953,13148.03027,62359000,10.874,0.000828348,0.005920444,0.000229959,0.1239,0.0011,-0.009,0.1002,-0.0001,-0.00015,-0.0017
08/06/05,13150.04004,13176.65039,13101.54981,13102.66016,60406400,10.8775,0.000321869,0.001150483,0.005407154,0.127,0.0031,0.0034,0.1001,-0.0001,-0.00025,-0.00205
09/06/05,13104.36035,13287.79004,13094.15039,13225.28027,61520200,10.881,0.000321765,0.000643737,0.00801334,0.1208,-0.0062,0.0024,0.10015,5.00E-05,-0.00025,-0.00195
10/06/05,13225.28027,13275.79004,13174.71973,13214.59961,49179200,10.852,-0.002665196,-0.002344289,0.003885291,0.1196,-0.0012,-0.0019,0.1001,-5.00E-05,-0.0002,-0.0016
13/06/05,13215.37988,13300.62988,13194.28027,13299.58984,32196600,10.85,-0.000184298,-0.002849003,-0.00138058,0.1165,-0.0031,-0.0063,0.1001,0,-0.0002,-0.0011
14/06/05,13305,13383.92969,13297.09961,13343.09961,71141600,10.8265,-0.002165899,-0.002349797,-0.004368218,0.1179,0.0014,-0.006,0.0998,-0.0003,-0.0004,-0.0013
15/06/05,13343.09961,13501.59961,13343.09961,13501.50977,107083400,10.798,-0.00263243,-0.004792627,-0.007308665,0.1146,-0.0033,-0.0124,0.1002,0.0004,0.0001,-0.00095
16/06/05,13501.50977,13558.33008,13480.59961,13537.28027,93987000,10.78,-0.001666975,-0.004295017,-0.009282235,0.1115,-0.0031,-0.0093,0.1003,0.0001,0.00015,-0.0006
17/06/05,13540.49023,13647.38965,13539.7002,13645.95996,71854600,10.8155,0.003293135,0.00162067,-0.003363435,0.1148,0.0033,-0.0048,0.1,-0.0003,-1.00E-04,-0.0006
20/06/05,13645.98047,13725.79004,13584.29981,13709.36035,65182800,10.796,-0.001802968,0.00148423,-0.004976959,0.1147,-0.0001,-0.0018,0.1,0,-1.00E-04,-0.0005
21/06/05,13707.88965,13711.62012,13516.71973,13547.99023,91014200,10.759,-0.003427195,-0.005223984,-0.006234702,0.1108,-0.0039,-0.0071,0.1002,0.0002,0.0004,-0.0005
22/06/05,13547.99023,13552,13400.33984,13441.65039,90546800,10.759,0,-0.003427195,-0.00361178,0.1105,-0.0003,-0.0041,0.10015,-5.00E-05,-5.00E-05,-0.0006
23/06/05,13441.33984,13443.55957,13331.28027,13389.66016,85115400,10.757,-0.000185891,-0.000185891,-0.002133581,0.1213,0.0108,0.0098,0.1002,5.00E-05,-0.0001,-0.0003
24/06/05,13390.58008,13393.58984,13281.62012,13299.28027,77369000,10.755,-0.000185925,-0.000371782,-0.005593824,0.1218,0.0005,0.007,0.1,-0.0002,0,-0.0006
27/06/05,13300.94043,13495.58008,13300.94043,13454.73047,77073000,10.802,0.00437006,0.004183322,0.000555761,0.1252,0.0034,0.0105,0.0998,-0.0002,-0.0002,-0.0006
28/06/05,13454.73047,13643.2002,13454.66016,13523.07031,108779600,10.7951,-0.000638771,0.003728498,0.00335533,0.1158,-0.0094,0.005,0.0998,0,-0.0004,-0.00055
29/06/05,13523.25977,13559.04004,13475.62988,13550.13965,56935800,10.739,-0.005196802,-0.005832253,-0.001858909,0.1177,0.0019,0.0072,0.0999,0.0001,-0.00025,-0.00045
30/06/05,13550.75,13593.61035,13479.91016,13486.12988,68321800,10.7365,-0.000232796,-0.005428389,-0.001905736,0.1204,0.0027,-0.0009,0.09985,-5.00E-05,-0.00035,-0.00055
01/07/05,13486.12988,13526.08008,13451.75,13509.12988,48677600,10.719,-0.001629954,-0.001862371,-0.00334728,0.114,-0.0064,-0.0078,0.0998,-5.00E-05,-0.0002,-0.0005
04/07/05,13509.84961,13514.9502,13484.91016,13500.83008,6238200,10.734,0.001399384,-0.000232851,-0.006295131,0.114, -   ,-0.0112,0.0998,0,0,-0.0005
05/07/05,13500.83008,13649.66016,13478.29004,13648.46973,66756600,10.76,0.00242221,0.003824984,-0.003251475,0.1168,0.0028,0.001,0.0999,0.0001,0.0001,-0.0003
06/07/05,13648.79981,13850.40039,13648.79981,13790.15039,92988000,10.772,0.001115242,0.003540153,0.003072912,0.1227,0.0059,0.005,0.1,0.0001,0.0001,-1.00E-04
07/07/05,13789.08008,13851.09961,13654.08984,13850.36035,66411600,10.775,0.0002785,0.001394052,0.003585899,0.1249,0.0022,0.0045,0.10005,5.00E-05,0.0002,-1.00E-04
08/07/05,13850.36035,13885.80957,13792.91992,13871.25977,59741400,10.72,-0.005104408,-0.00482733,9.32923E-05,0.1145,-0.0104,0.0005,0.09985,-0.0002,5.00E-05,-0.00025
11/07/05,13869.78027,14118,13804.62988,13807.29981,61152200,10.676,-0.004104478,-0.009187935,-0.005403391,0.1128,-0.0017,-0.0012,0.0998,-5.00E-05,0,-0.0003
12/07/05,13807.45996,13994.54981,13807.45996,13971.66992,97526200,10.707,0.002903709,-0.001212687,-0.004925651,0.1095,-0.0033,-0.0073,0.09985,5.00E-05,-5.00E-05,5.00E-05
13/07/05,13971.66992,14013.62988,13937.79981,14005.23047,93436200,10.66,-0.004389652,-0.001498689,-0.010397326,0.1084,-0.0011,-0.0143,0.09985,0,-0.00015,-0.00035
14/07/05,14007.66992,14088.9502,14007.66992,14085.05957,99515200,10.649,-0.001031895,-0.005417017,-0.011693735,0.1081,-0.0003,-0.0168,0.10025,0.0004,0.0002,-5.00E-05
15/07/05,14085.80957,14088.32031,13944.98047,13952.59961,63975200,10.61,-0.003662316,-0.004690432,-0.010261194,0.1033,-0.0048,-0.0112,0.10065,0.0004,0.0008,0.00065
18/07/05,13964.86035,13982.20996,13912.62988,13972.61035,51908600,10.595,-0.001413761,-0.005070899,-0.007587111,0.1077,0.0044,-0.0051,0.1005,-0.00015,0.0007,0.0005
19/07/05,13974.95996,14169.83984,13974.95996,14167.50977,115489800,10.605,0.000943841,-0.000471254,-0.009526478,0.1045,-0.0032,-0.005,0.10015,-0.00035,0.0003,-5.00E-05
20/07/05,14166.33984,14315.5,14143.28027,14306.05957,157879400,10.599,-0.000565771,0.000377537,-0.005722326,0.1023,-0.0022,-0.0061,0.1007,0.00055,0.00085,0.00055
21/07/05,14306.05957,14344.53027,14229.55957,14271.88965,133168400,10.59,-0.000849137,-0.001414427,-0.005540426,0.1097,0.0074,0.0016,0.1006,-1.00E-04,0.00035,0.0004
22/07/05,14296.65039,14364.11035,14282.94043,14318.46973,93923200,10.6275,0.003541076,0.002688933,0.001649387,0.1052,-0.0045,0.0019,0.1003,-0.0003,-0.00035,0.0003
25/07/05,14319.38965,14367.2002,14135.24023,14135.24023,84176600,10.7365,0.01025641,0.013833805,0.013355356,0.111,0.0058,0.0033,0.10015,-0.00015,-0.00035,0.00035
26/07/05,14135.24023,14240.37988,14067.38965,14067.73047,92743400,10.677,-0.005541843,0.004657728,0.00678925,0.1099,-0.0011,0.0054,0.1002,5.00E-05,5.00E-05,0.0004
27/07/05,14067.13965,14205.01953,14018.42969,14173.37988,118086200,10.6515,-0.002388311,-0.007916919,0.004953297,0.1036,-0.0063,0.0013,0.1002,0,-0.0005,0.0003
28/07/05,14173.40039,14353.33984,14173.40039,14256.83984,120712200,10.605,-0.004365582,-0.006743467,0.001416431,0.1052,0.0016,-0.0045,0.1002,0,-0.0004,0.00035
29/07/05,14256.83984,14453.83984,14256.83984,14409.66016,142602600,10.5988,-0.00058463,-0.00494766,-0.002700541,0.1157,0.0105,0.0105,0.1003,0.0001,0,0.0005
01/08/05,14409.66016,14667.88965,14409.66016,14582.5,150196800,10.587,-0.001113334,-0.001697313,-0.013924463,0.1208,0.0051,0.0098,0.1002,-0.0001,5.00E-05,0.0004
02/08/05,14582.5,14777.36035,14582.5,14677.66016,128149200,10.6005,0.001275149,0.000160396,-0.007164934,0.1175,-0.0033,0.0076,0.10015,-5.00E-05,-5.00E-05,0.00025
03/08/05,14691.95996,14703.53027,14548.51953,14615.95996,112679800,10.579,-0.002028206,-0.000755644,-0.006806553,0.1183,0.0008,0.0147,0.1001,-5.00E-05,-0.0001,1.00E-04
04/08/05,14609.83008,14665.58984,14520.25,14612.21973,83620800,10.575,-0.000378108,-0.002405547,-0.002828854,0.1252,0.0069,0.02,0.09985,-0.00025,-0.00035,-0.0002
05/08/05,14612.12012,14612.12012,14398.58008,14463.13965,85418800,10.597,0.002080378,0.001701484,-0.000169831,0.1248,-0.0004,0.0091,0.0996,-0.00025,-0.0007,-0.00025
08/08/05,14462.99023,14619.62988,14462.99023,14596.76953,93612000,10.654,0.005378881,0.007470449,0.006328516,0.1321,0.0073,0.0113,0.10005,0.00045,-0.00015,0.00025
09/08/05,14597.08008,14730.08984,14596.49023,14673.33984,94569800,10.6121,-0.003932795,0.001424932,0.001094288,0.124,-0.0081,0.0065,0.10015,1.00E-04,0,0.0003
10/08/05,14673.33984,14897.08008,14672.73047,14702.58008,199007000,10.575,-0.003496009,-0.007415055,-0.000378108,0.1238,-0.0002,0.0055,0.1,-0.00015,-1.00E-04,0.00015
11/08/05,14694.46973,14778.92969,14683.33984,14768.9502,112542800,10.6005,0.002411348,-0.001093092,0.002411348,0.1242,0.0004,-0.001,0.10015,0.00015,0.0003,-0.0001
12/08/05,14768.87012,14770.78027,14629.4502,14673.21973,81336200,10.643,0.004009245,0.00643026,0.004340851,0.1274,0.0032,0.0026,0.10005,-1.00E-04,0.00045,-0.0006
15/08/05,14673.42969,14854.98047,14611.42969,14842.7002,94231400,10.5905,-0.00493282,-0.000943352,-0.005960203,0.1226,-0.0048,-0.0095,0.1,-5.00E-05,-5.00E-05,-0.0005
16/08/05,14842.7002,14842.79981,14555.95996,14559.19043,108083200,10.6,0.00089703,-0.004040214,-0.001140208,0.1352,0.0126,0.0112,0.10005,5.00E-05,-1.00E-04,-1.00E-04
17/08/05,14555.13965,14578.55957,14516.16016,14560.33008,100644600,10.6323,0.00304717,0.003946934,0.00541844,0.133,-0.0022,0.0092,0.10025,0.0002,0.00025,-0.00045
18/08/05,14562.15039,14715.53027,14531.36035,14619.98047,96119400,10.675,0.004016064,0.007075472,0.00702797,0.1342,0.0012,0.01,0.1003,5.00E-05,0.00015,-0.0003
19/08/05,14619.98047,14745.33008,14599.20996,14678.16016,67018400,10.766,0.00852459,0.01257489,0.011556892,0.1342, -   ,0.0068,0.1003,0,0.00025,0
22/08/05,14681.16016,14786.17969,14679.21973,14770.26953,62748800,10.7223,-0.004059075,0.004430913,0.012445116,0.1342, -   ,0.0116,0.10025,-5.00E-05,0.00025,0.0001
23/08/05,14770.37012,14780.76953,14669.12012,14717.91016,83769400,10.79,0.006313944,0.00222924,0.017924528,0.1334,-0.0008,-0.0018,0.10025,0,0.0002,5.00E-05
24/08/05,14716.62988,14738.67969,14598.79981,14603,101350200,10.9,0.010194625,0.016572937,0.025177995,0.1417,0.0083,0.0087,0.1002,-5.00E-05,-5.00E-05,0
25/08/05,14604.04981,14641.19043,14574.57031,14604.61035,77990600,10.7953,-0.009605505,0.000491196,0.011269321,0.1373,-0.0044,0.0031,0.0998,-0.0004,-0.0005,-0.0004
26/08/05,14605.28027,14613.45996,14441.90039,14444.83984,98868200,10.864,0.006363881,-0.003302752,0.009102731,0.1372,-0.0001,0.003,0.0998,0,-0.0005,-0.0005
29/08/05,14444.83984,14511.51953,14326.91992,14327.2002,100490200,10.85,-0.00128866,0.00506702,0.011909758,0.1352,-0.002,0.001,0.0984,-0.0014,-0.00185,-0.0018
30/08/05,14327.2002,14332.25,14000.13965,14008.2002,172138400,10.8245,-0.00235023,-0.003635862,0.003197405,0.1365,0.0013,0.0031,0.0985,1.00E-04,-0.00175,-0.00165
31/08/05,14010.91992,14245.86035,14008.07031,14243.19043,136587200,10.76,-0.005958705,-0.008294931,-0.012844037,0.126,-0.0105,-0.0157,0.098,-0.0005,-0.0022,-0.0021
01/09/05,14256.08008,14526.80957,14256.08008,14486.58984,136426800,10.719,-0.003810409,-0.009746409,-0.007067891,0.1315,0.0055,-0.0058,0.09785,-0.00015,-0.00195,-0.002
02/09/05,14488.58984,14784.54981,14488.49023,14772.7002,92797600,10.667,-0.004851199,-0.008643123,-0.018133284,0.1357,0.0042,-0.0015,0.0977,-0.00015,-0.0021,-0.0019
05/09/05,14774.62988,14866.59961,14758.62988,14857.30957,17837800,10.6605,-0.000609356,-0.005457599,-0.017465438,0.1357, -   ,0.0005,0.0977,0,-0.0007,-0.00235
06/09/05,14857.30957,15181.91016,14857.30957,15030.62012,117626000,10.674,0.001266357,0.000656229,-0.013903645,0.1293,-0.0064,-0.0072,0.0976,-0.0001,-0.0009,-0.00255
07/09/05,15030.62012,15252.44043,14976.17969,15246.23047,96752000,10.739,0.006089563,0.007363632,-0.001951673,0.1252,-0.0041,-0.0008,0.0974,-0.0002,-0.0006,-0.0026
08/09/05,15247.12012,15247.12012,14969.33008,15055.91992,75739400,10.7295,-0.000884626,0.00519955,0.000979569,0.1293,0.0041,-0.0022,0.09735,-5.00E-05,-0.0005,-0.0028
09/09/05,15056.28027,15250.28027,15056.28027,15212.87988,63965800,10.691,-0.003588238,-0.00446969,0.00224993,0.1198,-0.0095,-0.0159,0.0972,-0.00015,-0.0005,-0.00285
12/09/05,15214.41992,15257.59961,15187.69043,15190.16992,58906600,10.6883,-0.000252549,-0.003839881,0.002607758,0.1165,-0.0033,-0.0192,0.097,-0.0002,-0.0007,-0.003
13/09/05,15182.79981,15195.37988,15015.87988,15087.29004,69052000,10.8005,0.01049746,0.01024226,0.011851227,0.1239,0.0074,-0.0054,0.0969,-1.00E-04,-0.0007,-0.00315
14/09/05,15087.59961,15248.51953,15087.59961,15221.38965,79947400,10.815,0.00134253,0.011854083,0.007077009,0.1291,0.0052,0.0039,0.0965,-0.0004,-0.0009,-0.00375
15/09/05,15222.25,15430.66016,15165.63965,15428.78027,125929600,10.794,-0.001941748,-0.000601824,0.006011464,0.1249,-0.0042,-0.0044,0.09625,-0.00025,-0.0011,-0.00405
16/09/05,null,null,null,null,null,10.8415,0.004400593,0.002450301,0.014077261,0.1122,-0.0127,-0.0076,0.09625,0,-0.00095,-0.00405
19/09/05,15483.9502,15756.67969,15483.9502,15656.83984,138527400,10.814,-0.002536549,0.001852881,0.011760523,0.1214,0.0092,0.0049,0.0965,0.00025,-0.0005,-0.00375
20/09/05,15656.83984,15822.41992,15538.7002,15563.46973,144740600,10.8258,0.001091178,-0.001448139,0.002342484,0.1264,0.005,0.0025,0.09675,0.00025,-0.00015,-0.0035
21/09/05,15558.58984,15805.91992,15526.7002,15734.41016,126375200,10.8258,0,0.001091178,0.000998613,0.1379,0.0115,0.0088,0.0964,-0.00035,-0.0001,-0.0038
22/09/05,15733.58008,15780.40039,15628.32031,15661.12988,122805600,10.816,-0.000905245,-0.000905245,0.002038169,0.1333,-0.0046,0.0084,0.09625,-0.00015,0,-0.00355
23/09/05,15672.5,15675.40039,15560.46973,15649.33008,137930000,10.827,0.001017012,0.000110846,-0.001337453,0.1296,-0.0037,0.0174,0.0961,-0.00015,-0.00015,-0.0037
26/09/05,15650.12012,15788.2002,15648.78027,15765.53027,131708200,10.868,0.003786829,0.004807692,0.004993527,0.1304,0.0008,0.009,0.0951,-0.001,-0.0014,-0.0033
27/09/05,15764.45996,15815.41992,15627.32031,15801.80957,157182400,10.8825,0.001334192,0.005126074,0.005237488,0.1276,-0.0028,0.0012,0.0951,0,-0.00165,-0.0034
28/09/05,15801.80957,15979.13965,15799.87988,15869.33008,133363800,10.85,-0.002986446,-0.001656238,0.002235401,0.1263,-0.0013,-0.0116,0.09495,-0.00015,-0.00145,-0.00305
29/09/05,15869.96973,15939.37988,15773.90039,15841.83984,93728400,10.7955,-0.005023041,-0.007994487,-0.00189534,0.1224,-0.0039,-0.0109,0.09495,0,-0.0013,-0.0029
30/09/05,15841.63965,16130.49023,15806.82031,16120.08008,137299400,10.755,-0.003751563,-0.00875576,-0.006650042,0.1192,-0.0032,-0.0104,0.0948,-0.00015,-0.0013,-0.0029
03/10/05,16120.08008,16186.34961,15954.32031,16051.01953,98508400,10.717,-0.00353324,-0.007271548,-0.013894001,0.1246,0.0054,-0.0058,0.0948,0,-0.0003,-0.0029
04/10/05,16051.01953,16118.05957,15932.46973,15933.41016,114370200,10.715,-0.000186619,-0.0037192,-0.015391684,0.132,0.0074,0.0044,0.0948,0,-0.0003,-0.0028
05/10/05,15933.20996,15934.36035,15720.34961,15720.34961,120104800,10.726,0.001026598,0.000839787,-0.011428571,0.1455,0.0135,0.0192,0.0947,-0.0001,-0.00025,-0.0027
06/10/05,15722.38965,15723.24023,15217.12012,15247.59961,133378800,10.844,0.011001305,0.012039197,0.004492613,0.1496,0.0041,0.0272,0.0947,0,-0.00025,-0.00265
07/10/05,15247.59961,15472.28027,15092.40039,15447.58984,156193600,10.7915,-0.004841387,0.006106657,0.00339377,0.1459,-0.0037,0.0267,0.0947,0,-0.0001,-0.0025
10/10/05,15447.58984,15580.92969,15447.03027,15466.41016,157280600,10.786,-0.00050966,-0.00534858,0.006438369,0.1555,0.0096,0.0309,0.09465,-5.00E-05,-0.00015,-0.00235
11/10/05,15468.33984,15554.03027,15429,15445.37012,90304000,10.81,0.002225107,0.001714312,0.008866076,0.1563,0.0008,0.0243,0.094525,-0.000125,-0.000275,-0.002375
12/10/05,15445.37012,15473.20996,15035,15103.16016,132855200,10.932,0.011285846,0.013536065,0.019205668,0.1622,0.0059,0.0167,0.09445,-7.50E-05,-0.00025,-0.00205
13/10/05,15103.16016,15103.16016,14866.19043,14924.73047,109533200,10.9463,0.001308086,0.012608696,0.009433788,0.1647,0.0025,0.0151,0.09435,-0.0001,-0.00035,-0.0019
14/10/05,14924.73047,14999.04004,14699.29981,14892.87988,115111800,10.867,-0.007244457,-0.005945847,0.006996247,0.1487,-0.016,0.0028,0.09425,-0.0001,-0.00045,-0.002
17/10/05,14892.87988,15282.76953,14889.16992,15282.73047,114744000,10.8425,-0.002254532,-0.009482656,0.005238272,0.1467,-0.002,-0.0088,0.0941,-0.00015,-0.00055,-0.0024
18/10/05,15282.73047,15283.53027,15071.4502,15084.83984,86776800,10.8603,0.001641688,-0.000616546,0.004653099,0.1533,0.0066,-0.003,0.09395,-0.00015,-0.000575,-0.0028
19/10/05,15068.50977,15113.19043,14714.73047,15111.9502,151060400,10.8405,-0.001823154,-0.000184459,-0.008369923,0.135,-0.0183,-0.0272,0.09395,0,-0.0005,-0.00245
20/10/05,15112.15039,15183.75977,14821.09961,14821.09961,82416600,10.85,0.000876343,-0.000948408,-0.008797493,0.1611,0.0261,-0.0036,0.09475,0.0008,0.0004,-0.0015
21/10/05,14844.05957,14960.08984,14764.40039,14903.36035,109045000,10.8728,0.002101382,0.002979567,0.000533726,0.1613,0.0002,0.0126,0.0938,-0.00095,-0.00045,-0.0023
24/10/05,14903.36035,15357.08984,14903.36035,15356.32031,141061200,10.8514,-0.001968214,0.000129032,0.000820844,0.1474,-0.0139,0.0007,0.09365,-0.00015,-0.00045,-0.00145
25/10/05,15358.36035,15539.69043,15296.88965,15367.87012,133676400,10.8725,0.00194445,-0.0000276,0.001123358,0.1453,-0.0021,-0.008,0.0935,-0.00015,-0.00045,-0.0016
26/10/05,15388.29981,15668.66992,15388.29981,15666.21973,181423400,10.8955,0.002115429,0.004063992,0.005073567,0.1459,0.0006,0.0109,0.0933,-0.0002,-0.00065,-0.00165
27/10/05,15666.41992,15666.41992,15382.90039,15437.62988,95071000,10.9063,0.000991235,0.003108761,0.00518894,0.1602,0.0143,-0.0009,0.09315,-0.00015,-0.0016,-0.0018
28/10/05,15451.92969,15587.94043,15422.09961,15579.67969,112274800,10.829,-0.007087647,-0.006103437,-0.004028401,0.1425,-0.0177,-0.0188,0.09295,-0.0002,-0.00085,-0.00185
31/10/05,15580.75977,15811.38965,15580.75977,15759.73047,156414800,10.757,-0.006648813,-0.013689336,-0.008699338,0.1532,0.0107,0.0058,0.09275,-0.0002,-0.0009,-0.00205
01/11/05,15759.92969,15938.74023,15745.74023,15922.51953,161487800,10.742,-0.001394441,-0.008033983,-0.012002759,0.1485,-0.0047,0.0032,0.09285,0.0001,-0.00065,-0.00195
02/11/05,15922.51953,16023.24023,15886.71973,15896.48047,107390000,10.737,-0.000465463,-0.001859254,-0.01454729,0.1348,-0.0137,-0.0111,0.0929,5.00E-05,-0.0004,-0.0018
03/11/05,15896.33984,16056.33984,15725.44043,15798.04004,109823400,10.7618,0.00230977,0.001843232,-0.013249223,0.13,-0.0048,-0.0302,0.0928,-0.0001,-0.00035,-0.0019
04/11/05,15798.04004,15908.75,15764.99023,15900.53027,77832400,10.734,-0.002583211,-0.000279408,-0.00877274,0.1317,0.0017,-0.0108,0.0927,-0.0001,-0.00025,-0.002
07/11/05,15899.99023,16004.69043,15817.44043,15944.15039,80647600,10.715,-0.001770076,-0.004348715,-0.003904434,0.131,-0.0007,-0.0222,0.09245,-0.00025,-0.0003,-0.0022
08/11/05,15944.04981,15988.78027,15825.76953,15930.70996,65793200,10.693,-0.002053196,-0.003819639,-0.004561534,0.1308,-0.0002,-0.0177,0.092125,-0.000325,-0.000725,-0.0024
09/11/05,15930.28027,15983.9502,15910.24023,15981.17969,64586400,10.7285,0.003319929,0.001259916,-0.000791655,0.128,-0.0028,-0.0068,0.09185,-0.000275,-0.00105,-0.0026
10/11/05,15985.12988,16157.87988,15956.65039,16153.08008,100253800,10.661,-0.006291653,-0.002992612,-0.009366463,0.119,-0.009,-0.011,0.0915,-0.00035,-0.0013,-0.00285
11/11/05,16155.12012,16275.84961,16100.76953,16137.07031,100247800,10.63,-0.002907795,-0.009181153,-0.009688839,0.1163,-0.0027,-0.0154,0.092,0.0005,-0.0007,-0.00225
14/11/05,16135.03027,16293.67969,16058.54004,16293.53027,81446200,10.6628,0.003085607,0.00016884,-0.004871675,0.1218,0.0055,-0.0092,0.09195,-5.00E-05,-0.0005,-0.00215
15/11/05,16293.75977,16346.62988,16188.04981,16193.58008,91624800,10.6428,-0.00187568,0.001204139,-0.00469466,0.1223,0.0005,-0.0085,0.0919,-5.00E-05,-0.000225,-0.00205
16/11/05,16218.87012,16330.03027,16187.01953,16310.67969,96424800,10.6615,0.001757056,-0.000121919,-0.006245048,0.1226,0.0003,-0.0054,0.09165,-0.00025,-0.0002,-0.0023
17/11/05,16310.67969,16496.57031,16310.67969,16455.39063,155642200,10.644,-0.00164142,0.000112752,-0.001594597,0.1125,-0.0101,-0.0065,0.09165,0,0.00015,-0.0031
18/11/05,16455.39063,16594.9707,16455.39063,16545.43945,102926000,10.6625,0.001738068,9.37954E-05,0.003057385,0.1112,-0.0013,-0.0051,0.09155,-0.0001,-0.00045,-0.00225
21/11/05,16545.43945,16817.41992,16545.43945,16767.07031,115542200,10.629,-0.003141852,-0.001409245,-0.003169899,0.1082,-0.003,-0.0136,0.0914,-0.00015,-0.00055,-0.00225
22/11/05,16787.5,16890.28906,16665.36914,16866.83984,112709000,10.624,-0.000470411,-0.003610785,-0.001766452,0.106,-0.0022,-0.0163,0.0912,-0.0002,-0.0007,-0.0023
23/11/05,16865.69922,17014.78906,16706.48047,16713.91016,147079800,10.588,-0.003388554,-0.003857371,-0.006893964,0.1096,0.0036,-0.013,0.0912,0,-0.00045,-0.0021
24/11/05,16713.91016,16782.18945,16666.89063,16750.43945,17066200,10.6085,0.001936154,-0.001458961,-0.003335212,0.1096, -   ,-0.0029,0.0912,0,-0.00045,-0.00195
25/11/05,16750.43945,16921.28906,16750.43945,16879.36914,45301000,10.602,-0.000612716,0.001322252,-0.005674091,0.1088,-0.0008,-0.0024,0.0911,-1.00E-04,-0.00045,-0.00185
28/11/05,16879.36914,16955.75977,16815.9707,16836.10938,104915600,10.5523,-0.004687795,-0.005297639,-0.007216107,0.1184,0.0096,0.0102,0.090525,-0.000575,-0.000875,-0.002225
29/11/05,16830.07031,16888.5,16672.94922,16694.94922,89162000,10.5875,0.003335766,-0.001367666,-0.003435617,0.1189,0.0005,0.0129,0.0903,-0.000225,-0.0009,-0.00255
30/11/05,16696.33984,16842.83008,16601.16992,16830.96094,148894000,10.5575,-0.00283353,0.000492784,-0.00288062,0.1206,0.0017,0.011,0.09005,-0.00025,-0.00115,-0.00285
01/12/05,16831.83984,17142.15039,16831.83984,17133.83008,154314800,10.49,-0.006393559,-0.009208973,-0.011170288,0.1124,-0.0082,0.0028,0.09,-5.00E-05,-0.0012,-0.0028
02/12/05,17133.83008,17323.16016,17039.71094,17150.99023,116107600,10.466,-0.002287893,-0.008666825,-0.012827768,0.1101,-0.0023,0.0013,0.08995,-5.00E-05,-0.00115,-0.00275
05/12/05,17150.99023,17293.2793,17090.59961,17271.06055,96089400,10.436,-0.002866425,-0.00514776,-0.011021294,0.116,0.0059,-0.0024,0.0898,-0.00015,-0.000725,-0.00265
06/12/05,17274.75977,17465.75,17274.75977,17424.42969,150496600,10.415,-0.002012265,-0.004872922,-0.016292798,0.1152,-0.0008,-0.0037,0.08965,-0.00015,-0.00065,-0.002475
07/12/05,17424.63086,17470.48047,17240.91016,17244.18945,104757400,10.465,0.004800768,0.002778842,-0.008761544,0.1218,0.0066,0.0012,0.0895,-0.00015,-0.00055,-0.00235
08/12/05,17233.9707,17298.26953,17129.2207,17211.01953,94862400,10.5373,0.006908743,0.011742679,0.004509056,0.1221,0.0003,0.0097,0.089,-0.0005,-0.001,-0.0025
09/12/05,17208.85938,17576.94922,17202.53906,17554.48047,97528000,10.64,0.00974633,0.016722408,0.016625263,0.1169,-0.0052,0.0068,0.0892,0.0002,-0.00075,-0.0028
12/12/05,null,null,null,null,null,10.6325,-0.000704887,0.009034572,0.018829053,0.1147,-0.0022,-0.0013,0.0892,0,-0.0006,-0.00275
13/12/05,17583.08984,17868.32031,17583.08984,17819.67969,112062400,10.6306,-0.000178697,-0.000883459,0.020700912,0.1111,-0.0036,-0.0041,0.0865,-0.0027,-0.00315,-0.0054
14/12/05,17821.2207,18078.50977,17821.2207,18054.0293,116515600,10.7049,0.006989257,0.006809311,0.022924032,0.1048,-0.0063,-0.017,0.086,-0.0005,-0.0035,-0.00565
15/12/05,18055.03906,18179.58008,17841.07031,17922.4707,122501000,10.728,0.00215789,0.00916223,0.018097615,0.1073,0.0025,-0.0148,0.08625,0.00025,-0.00275,-0.0054
16/12/05,17922.4707,17961.53906,17630.30078,17737.58984,148264200,10.745,0.001584638,0.003745948,0.009868421,0.1068,-0.0005,-0.0101,0.08615,-1.00E-04,-0.00305,-0.0054
19/12/05,17740.83008,17835.68945,17664.67969,17666.41016,77905800,10.728,-0.001582131,0,0.008981895,0.1138,0.007,-0.0009,0.0866,0.00045,-0.0026,-0.0048
20/12/05,17668.44922,17689.51953,17514.60938,17680.94922,76110600,10.6666,-0.005723341,-0.007296417,0.00338645,0.1119,-0.0019,0.0008,0.08625,-0.00035,-0.00025,-0.00495
21/12/05,17678.69922,17887.38086,17625.64063,17781.50977,87708400,10.621,-0.004275027,-0.0099739,-0.007837532,0.1081,-0.0038,0.0033,0.08615,-1.00E-04,0.00015,-0.00505
22/12/05,17781.50977,17831.25,17661.23047,17768.90039,74038500,10.632,0.001035684,-0.00324377,-0.008948546,0.1029,-0.0052,-0.0044,0.085875,-0.000275,-0.000375,-0.005325
23/12/05,17768.90039,17816.31055,17764.75,17802.2793,33867800,10.677,0.004232506,0.005272573,-0.006328525,0.1027,-0.0002,-0.0041,0.08575,-0.000125,-0.0004,-0.00535
26/12/05,17802.2793,17813.91016,17772.08984,17776.88086,4037500,10.66,-0.001592208,0.002633559,-0.006338553,0.1027, -   ,-0.0111,0.0859,0.00015,-0.0007,-0.004625
